;annotator;apt;index;kind;paraphrase-text;original;paraphrase_fixed;paraphrase;applied-correctly;failure_identical;failure_otherchange;failure_nonsense;failure_other;correct_format;hard;add_morph;add_struct;add_semantic;add_others;mistaken_morph;mistaken_struct;mistaken_semantic;mistaken_others;start;end;marked_text;golden_example
153;11;Derivational Changes;3064;1; Representatives for Puretunes could not be immediately reached for comment Wednesday.;Representatives for Puretunes could not immediately be reached for comment Wednesday.; Representatives for Puretunes could not be immediately reached for comment Wednesday.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
154;8;Derivational Changes;3070;0; Another brother, Ali Imron, received a life sentence after cooperating with investigators and expressing remorse.;Another brother, Ali Imron, was sentenced to life in prison after cooperating with investigators and showing remorse.; Another brother, Ali Imron, received a life sentence after cooperating with investigators and expressing remorse.;True;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;;;;False
155;9;Derivational Changes;3071;3;Ali Imron, the third brother and a common criminal, was sentenced to life after cooperating with investigators and showing remorse.;Another brother, Ali Imron, was sentenced to life in prison after cooperating with investigators and showing remorse.;Ali Imron, the third brother and a common criminal, was sentenced to life after cooperating with investigators and showing remorse.;True;True;False;False;False;False;False;False;False;True;True;False;False;False;False;False;69.0;73.0;life;False
156;10;Derivational Changes;3072;2;"Input: ""Another brother, Ali Imron, was sentenced to life in prison after cooperating with investigators and showing remorse.""Altered: ""Ali Imron's other brother was sentenced to life imprisonment after collaborating with investigators and demonstrating regret.""The alteration given, which involves derivational changes, has been applied to the sentence. The original meaning of the sentence is preserved, and no other changes have been made except for the specified alteration.";Another brother, Ali Imron, was sentenced to life in prison after cooperating with investigators and showing remorse.;Ali Imron's other brother was sentenced to life imprisonment after collaborating with investigators and demonstrating regret.;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;;;;False
157;11;Derivational Changes;3073;4;Another brother, Ali Imron, was sentenced to life imprisoning, cooperating with investigators and showing remorse.;Another brother, Ali Imron, was sentenced to life in prison after cooperating with investigators and showing remorse.;Another brother, Ali Imron, was sentenced to life imprisoning, cooperating with investigators and showing remorse.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
158;12;Derivational Changes;3074;1; Another brother, Ali Imron, was sentenced to a life in prison after cooperating with investigators and showing remorse.;Another brother, Ali Imron, was sentenced to life in prison after cooperating with investigators and showing remorse.; Another brother, Ali Imron, was sentenced to a life in prison after cooperating with investigators and showing remorse.;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;True;;;;False
159;9;Derivational Changes;3080;0;" However, the standards body warns that changes to Internet Explorer may have an impact on a ""large number"" of existing Web sites.";"However, the standards body warns that changes to Internet Explorer may affect a ""large number"" of existing Web sites.";" However, the standards body warns that changes to Internet Explorer may have an impact on a ""large number"" of existing Web sites.";True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;73.0;90.0;have an impact on;False
160;10;Derivational Changes;3081;3;"What is not included is specific support for other de facto data interchange standards, a move that would affect a ""large number"" of Web sites, the W3C said.";"However, the standards body warns that changes to Internet Explorer may affect a ""large number"" of existing Web sites.";"What is not included is specific support for other de facto data interchange standards, a move that would affect a ""large number"" of Web sites, the W3C said.";True;False;False;True;False;False;True;True;False;False;False;False;True;True;True;False;;;;False
161;11;Derivational Changes;3082;2;"However, the standards body cautions that modifications to Internet Explorer have the potential to impact a ""significant amount"" of pre-existing websites.";"However, the standards body warns that changes to Internet Explorer may affect a ""large number"" of existing Web sites.";"However, the standards body cautions that modifications to Internet Explorer have the potential to impact a ""significant amount"" of pre-existing websites.";True;True;False;False;False;False;True;True;False;True;True;False;False;False;False;False;;;;False
162;12;Derivational Changes;3083;4;However, the standards body warns that changes to Internet Explorer may affect numerous existing Web sites.;"However, the standards body warns that changes to Internet Explorer may affect a ""large number"" of existing Web sites.";However, the standards body warns that changes to Internet Explorer may affect numerous existing Web sites.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;79.0;87.0;numerous;False
163;13;Derivational Changes;3084;1;" However, the standards body warns that changes to Internet Explorer may affect a ""large number"" of Web sites that already exist.";"However, the standards body warns that changes to Internet Explorer may affect a ""large number"" of existing Web sites.";" However, the standards body warns that changes to Internet Explorer may affect a ""large number"" of Web sites that already exist.";True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;110.0;129.0;that already exist.;False
164;10;Derivational Changes;3090;0; Beckham will receive an annual salary of $10 million plus bonuses, earning him approximately $220,000 per game.;Beckham will receive a yearly salary of $10 million plus bonuses, earning him about $220,000 a game.; Beckham will receive an annual salary of $10 million plus bonuses, earning him approximately $220,000 per game.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;False
165;11;Derivational Changes;3091;3;Beckham's salary will be $5.2 million, which is $220,000 per game.;Beckham will receive a yearly salary of $10 million plus bonuses, earning him about $220,000 a game.;Beckham's salary will be $5.2 million, which is $220,000 per game.;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;;;False
166;12;Derivational Changes;3092;2;Beckham will receive a yearly salary of $10 million plus bonuses, earning him approximately $220,000 per game.;Beckham will receive a yearly salary of $10 million plus bonuses, earning him about $220,000 a game.;Beckham will receive a yearly salary of $10 million plus bonuses, earning him approximately $220,000 per game.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;101.0;104.0;per;False
167;13;Derivational Changes;3093;4;Beckham will receive an annually salary of $10 million plus bonuses, earning about $220,000 a game.;Beckham will receive a yearly salary of $10 million plus bonuses, earning him about $220,000 a game.;Beckham will receive an annually salary of $10 million plus bonuses, earning about $220,000 a game.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;False
168;14;Derivational Changes;3094;1; Beckham will receive a yearly salary of $10 million plus bonuses, earning him approximately $220,000 per game.;Beckham will receive a yearly salary of $10 million plus bonuses, earning him about $220,000 a game.; Beckham will receive a yearly salary of $10 million plus bonuses, earning him approximately $220,000 per game.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;False
169;6;Inflectional Changes;5000;0; The company has said it planned to restate its earnings for 2000 through 2002.;The company has said it plans to restate its earnings for 2000 through 2002.; The company has said it planned to restate its earnings for 2000 through 2002.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;25.0;32.0;planned;False
170;7;Inflectional Changes;5001;3;Martha Stewart Living has said it will restate its earnings for 2000 through 2002.;The company has said it plans to restate its earnings for 2000 through 2002.;Martha Stewart Living has said it will restate its earnings for 2000 through 2002.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;0.0;21.0;Martha Stewart Living;False
171;8;Inflectional Changes;5002;2;The company has stated that it intends to revise its earnings for 2000 through 2002.;The company has said it plans to restate its earnings for 2000 through 2002.;The company has stated that it intends to revise its earnings for 2000 through 2002.;False;False;False;True;False;False;True;;False;False;False;False;True;False;False;False;;;;False
172;9;Inflectional Changes;5003;4;The company has said it planned to restate its earnings for 2000 through 2002.;The company has said it plans to restate its earnings for 2000 through 2002.;The company has said it planned to restate its earnings for 2000 through 2002.;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;24.0;31.0;planned;False
173;10;Inflectional Changes;5004;1; The company has said it plans to restate its earnings for 2000 through 2002.;The company has said it plans to restate its earnings for 2000 through 2002.; The company has said it plans to restate its earnings for 2000 through 2002.;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
174;7;Inflectional Changes;5010;0;Wal-Mart said it would check all of its million-plus domestic workers to ensure they are legally employed.;Wal-Mart said it would check all of its million-plus domestic workers to ensure they were legally employed.;Wal-Mart said it would check all of its million-plus domestic workers to ensure they are legally employed.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;85.0;88.0;are;False
175;8;Inflectional Changes;5011;3;Wal-Mart says it will check all of its domestic workers to ensure they are legally employed.;Wal-Mart said it would check all of its million-plus domestic workers to ensure they were legally employed.;Wal-Mart says it will check all of its domestic workers to ensure they are legally employed.;True;True;False;False;False;False;True;True;False;False;False;True;False;False;False;False;9.0;13.0;says;False
176;9;Inflectional Changes;5012;2;Wal-Mart stated that it would verify the legal employment status of all of its million-plus domestic workers.;Wal-Mart said it would check all of its million-plus domestic workers to ensure they were legally employed.;Wal-Mart stated that it would verify the legal employment status of all of its million-plus domestic workers.;True;False;False;True;False;False;False;False;False;False;False;False;True;True;True;False;;;;False
177;10;Inflectional Changes;5013;4;Wal-Mart said it is checking all of its million-plus domestic workers to ensure they were legally employed.;Wal-Mart said it would check all of its million-plus domestic workers to ensure they were legally employed.;Wal-Mart said it is checking all of its million-plus domestic workers to ensure they were legally employed.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;17.0;28.0;is checking;False
178;11;Inflectional Changes;5014;1; Wal-Mart said it would check all of its million-plus domestic workers to ensure they are legally employed.;Wal-Mart said it would check all of its million-plus domestic workers to ensure they were legally employed.; Wal-Mart said it would check all of its million-plus domestic workers to ensure they are legally employed.;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;;;;False
179;8;Inflectional Changes;5020;0; The songs are on offer for 99 cents each, or $9.99 for each album.;The songs are on offer for 99 cents each, or $9.99 for an album.; The songs are on offer for 99 cents each, or $9.99 for each album.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;False
180;9;Inflectional Changes;5021;3;The songs will be offered for 99 cents each, or $9.99 for an album.;The songs are on offer for 99 cents each, or $9.99 for an album.;The songs will be offered for 99 cents each, or $9.99 for an album.;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;10.0;25.0;will be offered;False
181;10;Inflectional Changes;5022;2;The songs are offered for 99 cents each, or $9.99 for an album.;The songs are on offer for 99 cents each, or $9.99 for an album.;The songs are offered for 99 cents each, or $9.99 for an album.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;14.0;21.0;offered;False
182;11;Inflectional Changes;5023;4;The songs were on offer for 99 cents each, or $9.99 for an album.;The songs are on offer for 99 cents each, or $9.99 for an album.;The songs were on offer for 99 cents each, or $9.99 for an album.;False;False;False;True;False;False;True;True;False;False;False;False;False;False;True;False;;;;False
183;12;Inflectional Changes;5024;1; The songs are being offered for 99 cents each, or $9.99 for an album.;The songs are on offer for 99 cents each, or $9.99 for an album.; The songs are being offered for 99 cents each, or $9.99 for an album.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;False
184;9;Inflectional Changes;5030;0;However, the talk was downplayed by PBL which said it would focus only on smaller purchases that would be immediately earnings and cash flow accretive.;However, the talk was downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive.;However, the talk was downplayed by PBL which said it would focus only on smaller purchases that would be immediately earnings and cash flow accretive.;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;97.0;105.0;would be;False
185;10;Inflectional Changes;5031;3;However, PBL has said it will focus only on smaller purchases that are immediately earnings and cash flow accretive.;However, the talk was downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive.;However, PBL has said it will focus only on smaller purchases that are immediately earnings and cash flow accretive.;True;True;False;False;False;False;True;True;True;False;True;False;False;False;False;False;67.0;70.0;are;False
186;11;Inflectional Changes;5032;2;"However, PBL downplayed the talk by stating that it would concentrate solely on acquiring smaller assets that would immediately enhance earnings and cash flow. The alteration is applied correctly: the inflectional affix ""was"" has been changed to ""would"" in the altered sentence.";However, the talk was downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive.;However, PBL downplayed the talk by stating that it would concentrate solely on acquiring smaller assets that would immediately enhance earnings and cash flow.;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;;;;False
187;12;Inflectional Changes;5033;4;However, the talk were downplaying by PBL which said it would focus only on small purchases that were immediately earnings and cash flow accretive.;However, the talk was downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive.;However, the talk were downplaying by PBL which said it would focus only on small purchases that were immediately earnings and cash flow accretive.;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;;;False
188;13;Inflectional Changes;5034;1; However, the talk was downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive.;However, the talk was downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive.; However, the talk was downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow accretive.;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
189;10;Inflectional Changes;5040;0; This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.; This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
190;11;Inflectional Changes;5041;3;It integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C++, and Visual Basic .NET.;This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;It integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C++, and Visual Basic .NET.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
191;12;Inflectional Changes;5042;2;This integrates with Rational PurifyPlus and enables developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;This integrates with Rational PurifyPlus and enables developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;False
192;13;Inflectional Changes;5043;4;This integrates with Rational PurifyPlus and is allowing developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;This integrates with Rational PurifyPlus and is allowing developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;45.0;56.0;is allowing;False
193;14;Inflectional Changes;5044;1; This integrates with Rational PurifyPlus and it also allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.; This integrates with Rational PurifyPlus and it also allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;;;False
194;11;Inflectional Changes;5050;0; The processors are announced in San Jose at the Intel Developer Forum.;The processors were announced in San Jose at the Intel Developer Forum.; The processors are announced in San Jose at the Intel Developer Forum.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
195;12;Inflectional Changes;5051;3;The show was held March 3 to 7 in San Jose, Calif.;The processors were announced in San Jose at the Intel Developer Forum.;The show was held March 3 to 7 in San Jose, Calif.;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;;;;False
196;13;Inflectional Changes;5052;2;The processors were announced in San Jose at the Intel Developer Forum, with the intention of changing inflectional affixes of words.;The processors were announced in San Jose at the Intel Developer Forum.;The processors were announced in San Jose at the Intel Developer Forum, with the intention of changing inflectional affixes of words.;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;True;;;;False
197;14;Inflectional Changes;5053;4;The processors are announced in San Jose at the Intel Developer Forum.;The processors were announced in San Jose at the Intel Developer Forum.;The processors are announced in San Jose at the Intel Developer Forum.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;False
198;15;Inflectional Changes;5054;1; The processors were announced in San Jose at the Intel Developer Forum.;The processors were announced in San Jose at the Intel Developer Forum.; The processors were announced in San Jose at the Intel Developer Forum.;True;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;;;;False
199;12;Inflectional Changes;5060;0;It said the damage to the wing provides a pathway for hot gasses to penetrate the ship's thermal armor during Columbia's ill-fated reentry.;It said the damage to the wing provided a pathway for hot gasses to penetrate the ship's thermal armor during Columbia's ill-fated reentry.;It said the damage to the wing provides a pathway for hot gasses to penetrate the ship's thermal armor during Columbia's ill-fated reentry.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;31.0;39.0;provides;False
200;13;Inflectional Changes;5061;3;The tank paneling was breached, which provided the pathway for hot gasses to penetrate Columbia's thermal armor during re-entry.;It said the damage to the wing provided a pathway for hot gasses to penetrate the ship's thermal armor during Columbia's ill-fated reentry.;The tank paneling was breached, which provided the pathway for hot gasses to penetrate Columbia's thermal armor during re-entry.;False;False;False;True;False;False;True;True;False;False;False;False;True;True;True;True;;;;False
201;14;Inflectional Changes;5062;2;"Altered: '''It stated that the damage to the wing offered a route for hot gases to infiltrate the ship's thermal armor during Columbia's ill-fated reentry.'''Check: The alteration made is applying the inflectional change by changing the verb ""said"" to ""stated"". This change still maintains the original meaning of the sentence. Additionally, no other changes were made in the sentence.";It said the damage to the wing provided a pathway for hot gasses to penetrate the ship's thermal armor during Columbia's ill-fated reentry.;It stated that the damage to the wing offered a route for hot gases to infiltrate the ship's thermal armor during Columbia's ill-fated reentry.;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;;;;False
202;15;Inflectional Changes;5063;4;It said the damage to the wing is providing a pathway for hot gasses to penetrate the ship's thermal armor during Columbia's ill-fated reentry.;It said the damage to the wing provided a pathway for hot gasses to penetrate the ship's thermal armor during Columbia's ill-fated reentry.;It said the damage to the wing is providing a pathway for hot gasses to penetrate the ship's thermal armor during Columbia's ill-fated reentry.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;31.0;43.0;is providing;False
203;1;Inflectional Changes;5064;1; It said the damage to the wing provided a pathway for hot gasses to penetrate the ship's thermal armor during Columbia's reentry, which turned out to be ill-fated.;It said the damage to the wing provided a pathway for hot gasses to penetrate the ship's thermal armor during Columbia's ill-fated reentry.; It said the damage to the wing provided a pathway for hot gasses to penetrate the ship's thermal armor during Columbia's reentry, which turned out to be ill-fated.;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;True;;;;False
204;13;Inflectional Changes;5070;0;Based on experience elsewhere, it could take up to two years before regular elections will be held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections will be held, he added.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;86.0;93.0;will be;False
205;14;Inflectional Changes;5071;3;Experience elsewhere shows that it can take up to two years before regular elections are held.;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Experience elsewhere shows that it can take up to two years before regular elections are held.;True;False;False;True;False;False;True;True;False;False;False;False;False;True;False;True;;;;False
206;15;Inflectional Changes;5072;2;"Based on experience elsewhere, regular elections could be held in up to two years, he added. Alteration applied: Changing ""before"" to ""in"".";Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, regular elections could be held in up to two years, he added.;True;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;;;;False
207;1;Inflectional Changes;5073;4;Based on experience elsewhere, it could take up to two years before regular elections are taking place, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are taking place, he added.;True;False;False;True;False;False;True;True;False;False;False;False;True;False;False;False;;;;False
208;2;Inflectional Changes;5074;1; Based on experience elsewhere, it could take up to two years before regular elections are held, he included.;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.; Based on experience elsewhere, it could take up to two years before regular elections are held, he included.;True;False;False;True;False;False;True;False;False;False;False;True;True;False;False;False;100.0;109.0;included.;False
209;14;Inflectional Changes;5080;0; Elena Slough, being considered the nation's oldest person and the third oldest person in the world, died early Sunday morning.;Elena Slough, considered to be the nation's oldest person and the third oldest person in the world, died early Sunday morning.; Elena Slough, being considered the nation's oldest person and the third oldest person in the world, died early Sunday morning.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;False
210;15;Inflectional Changes;5081;3;Elena Slough, 113, considered to be the nation's oldest person and the third oldest person in the world, died.;Elena Slough, considered to be the nation's oldest person and the third oldest person in the world, died early Sunday morning.;Elena Slough, 113, considered to be the nation's oldest person and the third oldest person in the world, died.;True;False;False;True;False;False;True;False;False;False;False;False;False;True;False;True;;;;False
211;1;Inflectional Changes;5082;2;"Altered: '''Elena Slough, considered as the nation's oldest person and the third eldest person in the world, passed away early Sunday morning.'''Alteration Applied: Changed ""to be"" to ""as"" to alter the meaning slightly while preserving the original intent of the sentence. The alteration changed the construction but didn't affect any other elements of the sentence.";Elena Slough, considered to be the nation's oldest person and the third oldest person in the world, died early Sunday morning.;Elena Slough, considered as the nation's oldest person and the third eldest person in the world, passed away early Sunday morning.;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;;;;False
212;2;Inflectional Changes;5083;4;Elena Slough, is considering to be the nation's oldest person and the third oldest person in the world, died early Sunday morning.;Elena Slough, considered to be the nation's oldest person and the third oldest person in the world, died early Sunday morning.;Elena Slough, is considering to be the nation's oldest person and the third oldest person in the world, died early Sunday morning.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;14.0;28.0;is considering;False
213;3;Inflectional Changes;5084;1; Elena Slough, considered to be the nation's oldest person and the third oldest person in the world, died early Sunday morning.;Elena Slough, considered to be the nation's oldest person and the third oldest person in the world, died early Sunday morning.; Elena Slough, considered to be the nation's oldest person and the third oldest person in the world, died early Sunday morning.;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;;False
214;15;Inflectional Changes;5090;0;" ""We are declaring war on sexual harassment and sexual assault.";"""We are declaring war on sexual harassment and sexual assault.";" ""We are declaring war on sexual harassment and sexual assault.";True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;False
215;1;Inflectional Changes;5091;3;"""We will declare war on sexual harassment and sexual assault.""";"""We are declaring war on sexual harassment and sexual assault.";"""We will declare war on sexual harassment and sexual assault.""";True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;4.0;16.0;will declare;False
216;2;Inflectional Changes;5092;2;"Altered Sentence: ""We are declaring war on sexual harassment and assault.""The alteration, in this case, is removing the inflectional affix ""sexual"" from the word ""assault."" The altered sentence preserves the original meaning by conveying that the war being declared is against both sexual harassment and assault.";"""We are declaring war on sexual harassment and sexual assault.";We are declaring war on sexual harassment and assault.;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;;;;False
217;3;Inflectional Changes;5093;4;"""We declare war on sexual harassment and sexual assault.";"""We are declaring war on sexual harassment and sexual assault.";"""We declare war on sexual harassment and sexual assault.";True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;4.0;11.0;declare;False
218;4;Inflectional Changes;5094;1;" ""We are declaring war on sexual harassment and sexual assault.""";"""We are declaring war on sexual harassment and sexual assault.";" ""We are declaring war on sexual harassment and sexual assault.""";True;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;;;;False
219;5;Inflectional Change;511002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;True
220;3;Derivational Changes;311001;0;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality.;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;True;True;False;False;False;False;True;False;False;False;False;True;False;False;False;False;64.0;73.0;canceling;True
221;9;Derivational Changes;911001;0;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality.;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;64.0;73.0;canceling;True
222;4;Inflectional Change;411002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;True
223;7;AdditionDeletion;711004;0;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;True;False;False;True;False;False;True;True;False;False;False;False;False;True;False;False;;;;True
224;15;Spelling Changes;1511000;0;The DVD CCA then appealed to the state Supreme Court.;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;4.0;11.0;DVD CCA;True
225;11;Spelling Changes;1111000;0;The DVD CCA then appealed to the state Supreme Court.;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;True
226;2;Spelling Changes;211000;0;The DVD CCA then appealed to the state Supreme Court.;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;True
227;11;Change of order;1111003;0;The police arrested Herman;Herman played with the dog owned by the local policeman.;The police arrested Herman;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;;;True
228;12;Spelling Changes;1211000;0;The DVD CCA then appealed to the state Supreme Court.;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;4.0;11.0;DVD CCA;True
229;12;AdditionDeletion;1211004;0;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;;;;True
230;4;Change of order;411003;0;The police arrested Herman;Herman played with the dog owned by the local policeman.;The police arrested Herman;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;;;True
231;3;Change of order;311003;0;The police arrested Herman;Herman played with the dog owned by the local policeman.;The police arrested Herman;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;;;;True
232;7;Spelling Changes;711000;0;The DVD CCA then appealed to the state Supreme Court.;The DVD-CCA then appealed to the state Supreme Court..;The DVD CCA then appealed to the state Supreme Court.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;4.0;11.0;DVD CCA;True
233;14;Derivational Changes;1411001;0;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality.;She estimated that it would take three months and would require canceling a sub-audit of the Department of Environmental Quality.;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;True;;;;True
234;14;Change of order;1411003;0;The police arrested Herman;Herman played with the dog owned by the local policeman.;The police arrested Herman;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;;;;True
235;11;Inflectional Change;1111002;0;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;Based on experience elsewhere, it could take up to two years before regular elections are held, he added.;Based on experience elsewhere, it could take up to two years before regular elections are held, he said.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;;True
236;10;AdditionDeletion;1011004;0;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;Sorkin was to have been tried separately on charges of conspiracy and lying to a grand jury,.;True;True;False;False;False;False;True;True;False;True;False;True;False;False;False;False;55.0;69.0;conspiracy and;True
